Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,Field 28,Value 28,Units 28,Field 29,Value 29,Units 29,Field 30,Value 30,Units 30,Field 31,Value 31,Units 31,Field 32,Value 32,Units 32,Field 33,Value 33,Units 33,Field 34,Value 34,Units 34,Field 35,Value 35,Units 35,Field 36,Value 36,Units 36,Field 37,Value 37,Units 37,Field 38,Value 38,Units 38
Data,7,record,timestamp,776612450,s,position_lat,460026793,semicircles,position_long,-1465364991,semicircles,distance,1208.07,m,altitude,37.8,m,speed,7.885,m/s,cadence,67,rpm,temperature,17,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612452,s,position_lat,460024999,semicircles,position_long,-1465365023,semicircles,distance,1224.77,m,altitude,37.8,m,speed,8.2,m/s,cadence,71,rpm,temperature,17,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612457,s,position_lat,460020257,semicircles,position_long,-1465365252,semicircles,distance,1268.93,m,altitude,37.8,m,speed,8.644,m/s,cadence,63,rpm,temperature,17,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612463,s,position_lat,460014496,semicircles,position_long,-1465365289,semicircles,distance,1322.64,m,altitude,37.8,m,speed,9.454,m/s,cadence,76,rpm,temperature,17,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612464,s,position_lat,460013547,semicircles,position_long,-1465364835,semicircles,distance,1332.06,m,altitude,37.8,m,speed,9.374,m/s,cadence,77,rpm,temperature,17,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612467,s,position_lat,460011045,semicircles,position_long,-1465362803,semicircles,distance,1359.69,m,altitude,37.8,m,speed,8.949,m/s,cadence,78,rpm,temperature,17,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612474,s,position_lat,460005786,semicircles,position_long,-1465357850,semicircles,distance,1420.54,m,altitude,37.8,m,speed,8.674,m/s,cadence,74,rpm,temperature,17,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612476,s,position_lat,460004269,semicircles,position_long,-1465356451,semicircles,distance,1437.97,m,altitude,37.8,m,speed,8.806,m/s,cadence,75,rpm,temperature,17,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612483,s,position_lat,459998883,semicircles,position_long,-1465351534,semicircles,distance,1499.65,m,altitude,37.8,m,speed,8.511,m/s,cadence,72,rpm,temperature,17,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612485,s,position_lat,459997418,semicircles,position_long,-1465350187,semicircles,distance,1516.46,m,altitude,37.8,m,speed,8.243,m/s,cadence,71,rpm,temperature,17,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612491,s,position_lat,459993535,semicircles,position_long,-1465346130,semicircles,distance,1563.55,m,altitude,37.8,m,speed,7.506,m/s,cadence,46,rpm,temperature,17,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612492,s,position_lat,459993396,semicircles,position_long,-1465345064,semicircles,distance,1571.41,m,altitude,37.8,m,speed,7.468,m/s,cadence,45,rpm,temperature,17,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612495,s,position_lat,459994210,semicircles,position_long,-1465341972,semicircles,distance,1595.3,m,altitude,37.8,m,speed,8.123,m/s,cadence,69,rpm,temperature,17,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612499,s,position_lat,459995084,semicircles,position_long,-1465337979,semicircles,distance,1626.68,m,altitude,37.8,m,speed,7.74,m/s,cadence,30,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612501,s,position_lat,459993876,semicircles,position_long,-1465336658,semicircles,distance,1641.55,m,altitude,37.8,m,speed,7.401,m/s,cadence,64,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612503,s,position_lat,459992368,semicircles,position_long,-1465335736,semicircles,distance,1657.1,m,altitude,37.8,m,speed,7.934,m/s,cadence,67,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612504,s,position_lat,459991596,semicircles,position_long,-1465335223,semicircles,distance,1665.21,m,altitude,37.8,m,speed,8.071,m/s,cadence,68,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612505,s,position_lat,459990828,semicircles,position_long,-1465334744,semicircles,distance,1673.16,m,altitude,37.8,m,speed,8.028,m/s,cadence,69,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612509,s,position_lat,459987551,semicircles,position_long,-1465333090,semicircles,distance,1706.07,m,altitude,37.8,m,speed,8.018,m/s,cadence,68,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612510,s,position_lat,459986756,semicircles,position_long,-1465332974,semicircles,distance,1713.5,m,altitude,37.8,m,speed,7.448,m/s,cadence,68,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612512,s,position_lat,459985274,semicircles,position_long,-1465332811,semicircles,distance,1727.36,m,altitude,37.8,m,speed,6.65,m/s,cadence,0,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612515,s,position_lat,459983466,semicircles,position_long,-1465332251,semicircles,distance,1745.16,m,altitude,37.8,m,speed,6.04,m/s,cadence,13,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612518,s,position_lat,459982610,semicircles,position_long,-1465329828,semicircles,distance,1764.69,m,altitude,37.8,m,speed,6.809,m/s,cadence,58,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612521,s,position_lat,459982491,semicircles,position_long,-1465326682,semicircles,distance,1787.7,m,altitude,37.8,m,speed,7.882,m/s,cadence,68,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612522,s,position_lat,459982523,semicircles,position_long,-1465325480,semicircles,distance,1796.49,m,altitude,37.8,m,speed,8.156,m/s,cadence,69,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612529,s,position_lat,459982658,semicircles,position_long,-1465317091,semicircles,distance,1857.79,m,altitude,37.8,m,speed,8.62,m/s,cadence,74,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612536,s,position_lat,459982628,semicircles,position_long,-1465308899,semicircles,distance,1917.66,m,altitude,37.8,m,speed,8.296,m/s,cadence,72,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612543,s,position_lat,459982669,semicircles,position_long,-1465300540,semicircles,distance,1978.73,m,altitude,37.8,m,speed,8.66,m/s,cadence,75,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612550,s,position_lat,459982754,semicircles,position_long,-1465292651,semicircles,distance,2036.4,m,altitude,37.8,m,speed,8.189,m/s,cadence,71,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612556,s,position_lat,459982954,semicircles,position_long,-1465286549,semicircles,distance,2081.11,m,altitude,37.8,m,speed,6.486,m/s,cadence,0,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612559,s,position_lat,459982918,semicircles,position_long,-1465284264,semicircles,distance,2098.23,m,altitude,37.8,m,speed,5.968,m/s,cadence,38,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612560,s,position_lat,459982520,semicircles,position_long,-1465283468,semicircles,distance,2105.12,m,altitude,37.8,m,speed,6.461,m/s,cadence,52,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612563,s,position_lat,459980770,semicircles,position_long,-1465281838,semicircles,distance,2125.37,m,altitude,37.8,m,speed,7.14,m/s,cadence,59,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612564,s,position_lat,459980019,semicircles,position_long,-1465281328,semicircles,distance,2133.28,m,altitude,37.8,m,speed,7.573,m/s,cadence,62,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612569,s,position_lat,459976347,semicircles,position_long,-1465278532,semicircles,distance,2173.11,m,altitude,37.8,m,speed,8.075,m/s,cadence,68,rpm,temperature,15,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612575,s,position_lat,459971095,semicircles,position_long,-1465274516,semicircles,distance,2222.75,m,altitude,37.8,m,speed,7.761,m/s,cadence,68,rpm,temperature,15,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612577,s,position_lat,459970412,semicircles,position_long,-1465274025,semicircles,distance,2237.42,m,altitude,37.8,m,speed,7.609,m/s,cadence,67,rpm,temperature,15,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612584,s,position_lat,459965484,semicircles,position_long,-1465270220,semicircles,distance,2291.05,m,altitude,37.8,m,speed,7.656,m/s,cadence,67,rpm,temperature,15,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612592,s,position_lat,459959350,semicircles,position_long,-1465265748,semicircles,distance,2356.82,m,altitude,37.8,m,speed,8.682,m/s,cadence,73,rpm,temperature,15,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612599,s,position_lat,459953762,semicircles,position_long,-1465261556,semicircles,distance,2417.19,m,altitude,37.8,m,speed,8.42,m/s,cadence,73,rpm,temperature,15,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612600,s,position_lat,459952891,semicircles,position_long,-1465261087,semicircles,distance,2425.98,m,altitude,37.8,m,speed,8.82,m/s,cadence,74,rpm,temperature,15,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612601,s,position_lat,459952013,semicircles,position_long,-1465260851,semicircles,distance,2434.32,m,altitude,37.8,m,speed,8.501,m/s,cadence,76,rpm,temperature,15,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612603,s,position_lat,459950102,semicircles,position_long,-1465260919,semicircles,distance,2452.07,m,altitude,37.8,m,speed,8.942,m/s,cadence,77,rpm,temperature,15,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612609,s,position_lat,459944421,semicircles,position_long,-1465261153,semicircles,distance,2504.98,m,altitude,37.8,m,speed,8.784,m/s,cadence,75,rpm,temperature,15,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612616,s,position_lat,459937578,semicircles,position_long,-1465261389,semicircles,distance,2568.69,m,altitude,37.8,m,speed,9.096,m/s,cadence,79,rpm,temperature,15,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612623,s,position_lat,459930734,semicircles,position_long,-1465261571,semicircles,distance,2632.41,m,altitude,37.8,m,speed,9.155,m/s,cadence,78,rpm,temperature,15,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612624,s,position_lat,459929755,semicircles,position_long,-1465261689,semicircles,distance,2641.56,m,altitude,37.8,m,speed,9.103,m/s,cadence,78,rpm,temperature,15,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612631,s,position_lat,459923210,semicircles,position_long,-1465261641,semicircles,distance,2702.55,m,altitude,37.8,m,speed,8.431,m/s,cadence,75,rpm,temperature,15,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612633,s,position_lat,459921324,semicircles,position_long,-1465261548,semicircles,distance,2720.11,m,altitude,37.4,m,speed,8.756,m/s,cadence,73,rpm,temperature,15,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612634,s,position_lat,459920431,semicircles,position_long,-1465261477,semicircles,distance,2728.43,m,altitude,37,m,speed,8.444,m/s,cadence,72,rpm,temperature,15,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612635,s,position_lat,459919505,semicircles,position_long,-1465261318,semicircles,distance,2737.12,m,altitude,36.6,m,speed,8.567,m/s,cadence,73,rpm,temperature,15,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612636,s,position_lat,459918515,semicircles,position_long,-1465261262,semicircles,distance,2746.34,m,altitude,36.2,m,speed,8.769,m/s,cadence,74,rpm,temperature,15,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612637,s,position_lat,459917597,semicircles,position_long,-1465261245,semicircles,distance,2754.89,m,altitude,35.8,m,speed,8.713,m/s,cadence,75,rpm,temperature,15,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612644,s,position_lat,459911081,semicircles,position_long,-1465261402,semicircles,distance,2815.54,m,altitude,35.8,m,speed,9.043,m/s,cadence,75,rpm,temperature,15,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612650,s,position_lat,459905396,semicircles,position_long,-1465261406,semicircles,distance,2868.43,m,altitude,35.8,m,speed,9.434,m/s,cadence,76,rpm,temperature,15,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612656,s,position_lat,459900109,semicircles,position_long,-1465261447,semicircles,distance,2917.63,m,altitude,35.8,m,speed,8.013,m/s,cadence,0,rpm,temperature,14,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612658,s,position_lat,459898473,semicircles,position_long,-1465261143,semicircles,distance,2933.09,m,altitude,35.8,m,speed,7.722,m/s,cadence,0,rpm,temperature,14,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612660,s,position_lat,459897386,semicircles,position_long,-1465259971,semicircles,distance,2946.39,m,altitude,35.8,m,speed,6.563,m/s,cadence,51,rpm,temperature,14,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612662,s,position_lat,459897234,semicircles,position_long,-1465257808,semicircles,distance,2962.31,m,altitude,35.8,m,speed,7.307,m/s,cadence,64,rpm,temperature,14,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612663,s,position_lat,459897388,semicircles,position_long,-1465256564,semicircles,distance,2971.32,m,altitude,35.8,m,speed,7.561,m/s,cadence,65,rpm,temperature,14,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612666,s,position_lat,459897313,semicircles,position_long,-1465253042,semicircles,distance,2997.15,m,altitude,35.8,m,speed,7.894,m/s,cadence,67,rpm,temperature,14,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612667,s,position_lat,459897237,semicircles,position_long,-1465251983,semicircles,distance,3004.9,m,altitude,35.8,m,speed,7.704,m/s,cadence,68,rpm,temperature,14,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612671,s,position_lat,459897531,semicircles,position_long,-1465247614,semicircles,distance,3037.03,m,altitude,35.8,m,speed,7.767,m/s,cadence,67,rpm,temperature,14,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612672,s,position_lat,459897656,semicircles,position_long,-1465246562,semicircles,distance,3044.8,m,altitude,35.8,m,speed,7.549,m/s,cadence,67,rpm,temperature,14,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612677,s,position_lat,459898356,semicircles,position_long,-1465241732,semicircles,distance,3080.63,m,altitude,35.8,m,speed,6.368,m/s,cadence,0,rpm,temperature,14,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612683,s,position_lat,459898588,semicircles,position_long,-1465237205,semicircles,distance,3113.78,m,altitude,35.8,m,speed,4.706,m/s,cadence,0,rpm,temperature,14,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612685,s,position_lat,459898788,semicircles,position_long,-1465236032,semicircles,distance,3122.54,m,altitude,35.4,m,speed,4.202,m/s,cadence,0,rpm,temperature,14,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612686,s,position_lat,459898907,semicircles,position_long,-1465235513,semicircles,distance,3126.46,m,altitude,35,m,speed,3.944,m/s,cadence,0,rpm,temperature,14,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612687,s,position_lat,459898905,semicircles,position_long,-1465235017,semicircles,distance,3130.07,m,altitude,34.6,m,speed,3.785,m/s,cadence,0,rpm,temperature,14,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612688,s,position_lat,459898967,semicircles,position_long,-1465234524,semicircles,distance,3133.7,m,altitude,34,m,speed,3.701,m/s,cadence,0,rpm,temperature,14,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612689,s,position_lat,459898935,semicircles,position_long,-1465234002,semicircles,distance,3137.53,m,altitude,33.6,m,speed,3.686,m/s,cadence,0,rpm,temperature,14,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776612692,s,position_lat,459898711,semicircles,position_long,-1465232743,semicircles,distance,3146.98,m,altitude,33.6,m,speed,3.016,m/s,cadence,0,rpm,temperature,14,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
